raw name,cleaned name,first_appearance,last_appearance,count,title
Agata Frankowicz,Agata Frankowicz,2017-11-28,2017-11-28,1,
Agathe Alie,Agathe Alie,2021-08-10,2022-11-25,5,"Director, Special Initiatives"
Agathe Cote,Agathe Cote,2010-09-23,2015-04-28,15,Deputy Governor
Ageleky Bouzetos,Ageleky Bouzetos,2024-02-23,2024-02-23,1,Permits Coordinator
Aglukkaq Leona,Aglukkaq Leona,2011-12-12,2012-03-19,2,"Minister, Health"
Agnes Klein,Agnes Klein,2016-11-22,2018-05-22,5,Senior Medical Advisor
Agnes Lajoie,Agnes Lajoie,2015-04-21,2015-04-21,1,"Assistant Commissioner, Patents"
Agnes Okayere,Agnes Okayere,2020-02-03,2020-02-03,1,Maximum Revenue Entitlement
Agnes Okyere,Agnes Okyere,2012-09-20,2012-09-20,1,Junior Economist
Agop Evereklian,Agop Evereklian,2009-11-17,2015-05-25,8,Chief of Staff
Agop Everleklian,Agop Everleklian,2015-04-30,2015-04-30,1,"Director, Economic Development"
Agusti Bordas Cusco,Agusti Bordas Cusco,2024-06-21,2024-06-21,1,Manager | Senior Policy Advisor
Ahava Trivedi,Ahava Trivedi,2009-03-02,2009-10-07,4,Special Assistant
Ahdithya Visweswaran,Ahdithya Visweswaran,2023-11-20,2023-11-20,1,Junior Political Analyst
Ahmad Issa,Ahmad Issa,2022-01-06,2022-01-06,1,"Trade Commissioner, Infrastructure"
Ahmad Khorchid,Ahmad Khorchid,2022-06-22,2024-05-27,2,Director
Ahmed Abdikheir,Ahmed Abdikheir,2020-03-22,2020-11-26,5,Director of Policy
Ahmed Abdikhier,Ahmed Abdikhier,2020-05-13,2020-07-16,2,Director of Policy
